item_id,seed_id,template_id,source_modality,source_statement,task2_gold_modality,capability_text
S0185_weak_low_priority_enhancement,S0185,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant.",nice_to_have,provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant
S0185_weak_future_enhancement,S0185,future_enhancement,nice_to_have,Stakeholders mentioned that the system could provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant as a possible future enhancement.,nice_to_have,provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant
S0194_weak_useful_if,S0194,useful_if,nice_to_have,It would be useful if the system could provide the ability to view existing dispute cases.,nice_to_have,provide the ability to view existing dispute cases
S0194_weak_nice_if,S0194,nice_if,nice_to_have,It would be nice if the system could provide the ability to view existing dispute cases.,nice_to_have,provide the ability to view existing dispute cases
S0194_weak_low_priority_enhancement,S0194,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could provide the ability to view existing dispute cases.",nice_to_have,provide the ability to view existing dispute cases
S0194_weak_future_enhancement,S0194,future_enhancement,nice_to_have,Stakeholders mentioned that the system could provide the ability to view existing dispute cases as a possible future enhancement.,nice_to_have,provide the ability to view existing dispute cases
S0197_weak_useful_if,S0197,useful_if,nice_to_have,It would be useful if the system could provide the users the ability to view the history of all activities that have occurred on the dispute case.,nice_to_have,provide the users the ability to view the history of all activities that have occurred on the dispute case
S0197_weak_nice_if,S0197,nice_if,nice_to_have,It would be nice if the system could provide the users the ability to view the history of all activities that have occurred on the dispute case.,nice_to_have,provide the users the ability to view the history of all activities that have occurred on the dispute case
S0197_weak_low_priority_enhancement,S0197,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could provide the users the ability to view the history of all activities that have occurred on the dispute case.",nice_to_have,provide the users the ability to view the history of all activities that have occurred on the dispute case
S0197_weak_future_enhancement,S0197,future_enhancement,nice_to_have,Stakeholders mentioned that the system could provide the users the ability to view the history of all activities that have occurred on the dispute case as a possible future enhancement.,nice_to_have,provide the users the ability to view the history of all activities that have occurred on the dispute case
S0201_weak_useful_if,S0201,useful_if,nice_to_have,It would be useful if the system could format all letter requests according to guidelines specified by the Print Letter Utility system.,nice_to_have,format all letter requests according to guidelines specified by the Print Letter Utility system
S0201_weak_nice_if,S0201,nice_if,nice_to_have,It would be nice if the system could format all letter requests according to guidelines specified by the Print Letter Utility system.,nice_to_have,format all letter requests according to guidelines specified by the Print Letter Utility system
